SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,DINNING_DESC,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,url,LAUNDARY_FEATURES,FLOORING_FEATURES,BATH_DESCRIPTION,FEES_INCLUDE,HOA_FEE_FREQ,HOA_NAME,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_EVENT_TYPE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_EVENT_TYPE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_EVENT_TYPE,PRICE_HISTORY10_PRICE,PRICE_HISTORY11_EVENT_DATE,PRICE_HISTORY11_EVENT_TYPE,PRICE_HISTORY11_PRICE,PRICE_HISTORY12_EVENT_DATE,PRICE_HISTORY12_EVENT_TYPE,PRICE_HISTORY12_PRICE,PRICE_HISTORY13_EVENT_DATE,PRICE_HISTORY13_EVENT_TYPE,PRICE_HISTORY13_PRICE,PRICE_HISTORY14_EVENT_DATE,PRICE_HISTORY14_EVENT_TYPE,PRICE_HISTORY14_PRICE,PRICE_HISTORY15_EVENT_DATE,PRICE_HISTORY15_PRICE,PRICE_HISTORY16_EVENT_DATE,PRICE_HISTORY16_PRICE,PRICE_HISTORY15_EVENT_TYPE,PRICE_HISTORY16_EVENT_TYPE,PRICE_HISTORY17_EVENT_DATE,PRICE_HISTORY17_PRICE
MLS Listing,,Single Family Residential,629 Union Ave,Campbell,CA,95008,1249000,3.0,2.5,CAMPBELL,1318.0,2046.0,1980.0,3.0,948.0,210.0,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Campbell/629-Union-Ave-95008/home/701539,MLSListings,ML81943339,N,Y,37.2780406,-121.9365028,Attached Garage,2.0,"Dining ""L""",,Central Forced Air (Gas),Public Utilities,2.0,7.0,7.0,8.0,2.25,948.0,,9041.0,84.0,Very bikeable,71.0,Very walkable,43.0,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 26 restaurants, 2 parksTransit26, 27, 37, 56, 60, 61, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 27, 2023",Listed (Active)MLSListings #ML81943339,1249000.0,,,,,,,https://www.redfin.com/CA/Campbell/629-Union-Ave-95008/home/701539,In Garage,,,"Insurance, Landscaping/Gardening, Maintenance (Common Area), Maintenance (Road), Reserves",Monthly,Dry Creek Place Home Owner Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1361 El Moro Dr,Campbell,CA,95008,2378000,3.0,3.0,CAMPBELL,1805.0,10428.0,1954.0,3.0,1317.0,,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Campbell/1361-El-Moro-Dr-95008/home/1085730,MLSListings,ML81942859,N,Y,37.2844254,-121.9249778,Attached Garage,2.0,Dining Area,Central Forced Air,Forced Air,Public Utilities,1.0,7.0,7.0,8.0,2.5,1317.0,2375997.0,16814.0,53.0,Bikeable,53.0,Somewhat walkable,39.0,Some transit,Minimal,Minimal,Major,Minimal,"Places4 groceries, 27 restaurants, 0 parksTransit26, 56, 61, 64B, Event Green, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 27, 2023",Listed (Active)MLSListings #ML81942859,2378000.0,,,,,,,https://www.redfin.com/CA/Campbell/1361-El-Moro-Dr-95008/home/1085730,"In Utility Room, Washer/Dryer","Hardwood, Stone, Tile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,490 W Sunnyoaks Ave Unit B,Campbell,CA,95008,1290000,3.0,2.5,CAMPBELL,1759.0,1979.0,1990.0,3.0,733.0,530.0,Active,September-30-2023 01:30 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Campbell/490-W-Sunnyoaks-Ave-95008/unit-B/home/569693,MLSListings,ML81943271,N,Y,37.2717343,-121.9586426,Attached Garage,2.0,Dining Area in Living Room,Central Forced Air,Central Forced Air (Gas),Public Utilities,2.0,6.0,,8.0,2.5,733.0,1333356.0,9651.0,64.0,Bikeable,49.0,Car-dependent,37.0,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 17 restaurants, 6 parksTransit26, 27, 37, 56, 60, 61, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 27, 2023",Listed (Active)MLSListings #ML81943271,1290000.0,,,,,,,https://www.redfin.com/CA/Campbell/490-W-Sunnyoaks-Ave-95008/unit-B/home/569693,"Inside, Upper Floor","Carpet, Laminate","Half on Ground Floor, Primary (Tub w/ Jets), Shower Over Tub, Solid Surface, Tile","Exterior Painting, Insurance (Common Area), Insurance (Structure), Landscaping/Gardening, Maintenance (Common Area), Maintenance (Exterior), Maintenance (Unit Yard), Management Fee, Reserves, Roof",Monthly,Homeowners Assn Chateau Chambord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1911 Dry Creek Rd,Campbell,CA,95008,2399000,4.0,2.5,CAMPBELL,2194.0,11717.0,1977.0,4.0,1093.0,,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1911-Dry-Creek-Rd-95124/home/549896,MLSListings,ML81943212,N,Y,37.281244,-121.928977,Attached Garage,2.0,Dining Area in Living Room,Central Forced Air,Central Forced Air,Public Utilities,1.0,7.0,7.0,8.0,2.5,1093.0,2412975.0,16962.0,71.0,Very bikeable,72.0,Very walkable,41.0,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 25 restaurants, 1 parkTransit26, 27, 37, 56, 60, 61, 64B, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 26, 2023",Listed (Active)MLSListings #ML81943212,2399000.0,,,,,,,https://www.redfin.com/CA/San-Jose/1911-Dry-Creek-Rd-95124/home/549896,Inside,Wood,"Double Sinks, Stall Shower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,4033 Valerie Dr,Campbell,CA,95008,1838888,4.0,2.0,CAMPBELL,1782.0,5931.0,1971.0,8.0,1032.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Campbell/4033-Valerie-Dr-95008/home/1231277,MLSListings,ML81942930,N,Y,37.279872,-121.9725967,"Attached Garage, Gate/Door Opener",2.0,"Breakfast Bar, Formal Dining Room",Central Forced Air,Central Forced Air,Public Utilities,1.0,8.0,6.0,8.0,2.5,1032.0,1949982.0,13002.0,49.0,Somewhat bikeable,34.0,Car-dependent,30.0,Some transit,Moderate,Minimal,Moderate,Minimal,"Places3 groceries, 22 restaurants, 5 parksTransit26, 27, 37, 56, 57, 60, Express 101","Sep 22, 2023",Listed (Active)MLSListings #ML81942930,1838888.0,"Jan 17, 2004",Listing RemovedMLSListings #ML80362854,,"Nov 14, 2003",ListedMLSListings #ML80362854,599999.0,https://www.redfin.com/CA/Campbell/4033-Valerie-Dr-95008/home/1231277,In Garage,"Carpet, Tile, Vinyl/Linoleum","Double Sinks, Primary (Tub w/ Jets), Shower Over Tub, Solid Surface, Stall Shower, Tile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (5+ Unit),1143 Smith Ave,Campbell,CA,95008,3799000,18.0,12.0,CAMPBELL,6900.0,20180.0,1974.0,8.0,551.0,,Active,,,https://www.redfin.com/CA/Campbell/1143-Smith-Ave-95008/home/1740816,MLSListings,ML81942881,N,Y,37.2747834,-121.9691954,Detached,10.0,,,"Forced Air, Gas",Public Utilities,,9.0,,8.0,2.5,551.0,,26861.0,50.0,Bikeable,20.0,Car-dependent,29.0,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 19 restaurants, 5 parksTransit26, 27, 37, 56, 57, 60, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 22, 2023",Listed (Active)MLSListings #ML81942881,3799000.0,,,,,,,https://www.redfin.com/CA/Campbell/1143-Smith-Ave-95008/home/1740816,Washer/Dryer (Some Units),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1235 Paula Dr,Campbell,CA,95008,1949000,4.0,2.5,CAMPBELL,1784.0,6127.0,1960.0,9.0,1092.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Campbell/1235-Paula-Dr-95008/home/1754368,MLSListings,ML81941358,N,Y,37.2898345,-121.9717723,Attached Garage,2.0,Dining Area,"Ceiling Fan, Other (See Remarks)",Central Forced Air,Public Utilities,1.0,6.0,6.0,8.0,2.5,1092.0,2016597.0,13781.0,72.0,Very bikeable,39.0,Car-dependent,36.0,Some transit,Minimal,Minimal,Moderate,Minimal,"Places5 groceries, 28 restaurants, 2 parksTransit25, 26, 27, 37, 56, 57, 60, Express 101","Sep 21, 2023",Listed (Active)MLSListings #ML81941358,1949000.0,,,,,,,https://www.redfin.com/CA/Campbell/1235-Paula-Dr-95008/home/1754368,"In Garage, Washer/Dryer","Carpet, Hardwood, Tile","Primary - Oversized Tub, Shower and Tub, Skylight, Tile, Updated Bath(s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,2859 S Bascom Ave #305,Campbell,CA,95008,695000,2.0,2.0,CAMPBELL,841.0,,1984.0,9.0,826.0,480.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Campbell/2859-S-Bascom-Ave-95008/unit-305/home/827203,MLSListings,ML81942719,N,Y,37.270718,-121.9379914,"Assigned Spaces, Covered Parking, Gate/Door Opener, Guest/Visitor Parking",2.0,Dining Area,,Electric,Public Utilities,1.0,7.0,7.0,8.0,2.5,826.0,709211.0,5394.0,77.0,Very bikeable,82.0,Very walkable,39.0,Some transit,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 32 restaurants, 0 parksTransit26, 27, 37, 60, 61, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 21, 2023",Listed (Active)MLSListings #ML81942719,695000.0,,,,,,,https://www.redfin.com/CA/Campbell/2859-S-Bascom-Ave-95008/unit-305/home/827203,"Inside, Washer/Dryer","Carpet, Laminate, Tile","Primary (Stall Shower(s)), Tub","Common Area Electricity, Garbage, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Pools, Spa, or Tennis, Recreation Facility, Reserves, Roof",Monthly,Cedar Terrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3900 Middletown Ct,Campbell,CA,95008,1499000,3.0,2.0,CAMPBELL,1261.0,7465.0,1962.0,10.0,1189.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/3900-Middletown-Ct-95130/home/1701483,MLSListings,ML81942608,N,Y,37.277631,-121.969524,Attached Garage,2.0,Eat in Kitchen,,Central Forced Air,Public Utilities,1.0,6.0,,8.0,2.5,1189.0,1662614.0,10599.0,45.0,Somewhat bikeable,17.0,Car-dependent,30.0,Some transit,Moderate,Minimal,Moderate,Minimal,"Places3 groceries, 18 restaurants, 5 parksTransit26, 27, 37, 56, 57, 60, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 20, 2023",Listed (Active)MLSListings #ML81942608,1499000.0,,,,,,,https://www.redfin.com/CA/San-Jose/3900-Middletown-Ct-95130/home/1701483,"In Garage, Washer/Dryer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,3593 S Bascom Ave #20,Campbell,CA,95008,575000,1.0,1.0,CAMPBELL,742.0,,1984.0,10.0,775.0,399.0,Active,September-30-2023 02:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Campbell/3593-S-Bascom-Ave-95008/unit-20/home/1791448,MLSListings,ML81942606,N,Y,37.2616318,-121.9464854,"Detached, Guest/Visitor Parking",1.0,"Dining ""L"", Dining Area, Eat in Kitchen",,Baseboard,Public Utilities,1.0,7.0,7.0,8.0,2.5,775.0,576693.0,4465.0,87.0,Very bikeable,51.0,Somewhat walkable,34.0,Some transit,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 20 restaurants, 5 parksTransit26, 27, 37, 60, 61, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 20, 2023",Listed (Active)MLSListings #ML81942606,575000.0,"Oct 27, 2009","Pending (Pending - Subject to Lender Approval)bridgeMLS, Bay East AOR, or Contra Costa AOR #40398532",,"Jul 18, 2009","DelistedbridgeMLS, Bay East AOR, or Contra Costa AOR #40398532",,https://www.redfin.com/CA/Campbell/3593-S-Bascom-Ave-95008/unit-20/home/1791448,"Inside, Washer/Dryer","Carpet, Laminate, Tile","Granite, Shower Over Tub","Common Area Electricity, Common Area Gas, Decks, Exterior Painting, Fencing, Garbage, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Pools, Spa, or Tennis, Roof, Water",Monthly,"Community Management Services, Inc","Mar 25, 2009","Price ChangedbridgeMLS, Bay East AOR, or Contra Costa AOR #40398532",199000.0,"Mar 6, 2009","ListedbridgeMLS, Bay East AOR, or Contra Costa AOR #40398532",285000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1446 Sharp Ave,Campbell,CA,95008,1745000,4.0,2.5,CAMPBELL,1710.0,9659.0,1955.0,10.0,1020.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Campbell/1446-Sharp-Ave-95008/home/1754174,MLSListings,ML81942341,N,Y,37.2663706,-121.9424746,"Attached Garage, Electric Car Hookup, Gate/Door Opener",2.0,"Breakfast Nook, No Formal Dining Room",Central Forced Air,"Central Forced Air, Floor Furnace",Public Utilities,1.0,7.0,7.0,8.0,2.5,1020.0,1757106.0,12338.0,86.0,Very bikeable,62.0,Somewhat walkable,36.0,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 26 restaurants, 5 parksTransit26, 27, 37, 60, 61, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 20, 2023",Listed (Active)MLSListings #ML81942341,1745000.0,"Aug 1, 2019",Pending (Pending (Do Not Show))MLSListings #ML81750693,,"Jun 21, 2019",ContingentMLSListings #ML81750693,,https://www.redfin.com/CA/Campbell/1446-Sharp-Ave-95008/home/1754174,"Electricity Hookup (220V), In Utility Room, Washer/Dryer","Carpet, Laminate, Tile","Full on Ground Floor, Primary - Oversized Tub, Shower and Tub",,,,"May 30, 2019",Price ChangedMLSListings #ML81750693,1298000.0,"May 9, 2019",Listed (Active)MLSListings #ML81750693,1398000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2018 Abbey Ln,Campbell,CA,95008,1998000,4.0,2.0,CAMPBELL,2036.0,5986.0,1972.0,16.0,981.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Campbell/2018-Abbey-Ln-95008/home/1179316,MLSListings,ML81941949,N,Y,37.2861967,-121.9659963,Attached Garage,2.0,"Breakfast Bar, Formal Dining Room",Ceiling Fan,Central Forced Air,Public Utilities,2.0,6.0,,8.0,2.5,981.0,2041715.0,14127.0,57.0,Bikeable,49.0,Car-dependent,34.0,Some transit,Moderate,Minimal,Moderate,Minimal,"Places5 groceries, 24 restaurants, 4 parksTransit25, 26, 27, 37, 56, 57, 60, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 14, 2023",Listed (Active)MLSListings #ML81941949,1998000.0,,,,,,,https://www.redfin.com/CA/Campbell/2018-Abbey-Ln-95008/home/1179316,In Garage,"Carpet, Laminate, Tile","Primary (Stall Shower(s)), Primary (Tub w/ Jets), Shower Over Tub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,229 Hardy Ave,Campbell,CA,95008,1999980,4.0,2.0,CAMPBELL,1643.0,8406.0,1967.0,23.0,1217.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Campbell/229-Hardy-Ave-95008/home/1096853,MLSListings,ML81941176,N,Y,37.2904247,-121.9576872,"Attached Garage, Gate/Door Opener",2.0,Dining Area in Living Room,Central Forced Air,Central Forced Air,Public Utilities,1.0,4.0,,8.0,2.5,1217.0,2005666.0,14141.0,74.0,Very bikeable,57.0,Somewhat walkable,43.0,Some transit,Moderate,Minimal,Moderate,Minimal,"Places4 groceries, 22 restaurants, 1 parkTransit25, 26, 27, 37, 56, 57, 60, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 7, 2023",Listed (Active)MLSListings #ML81941176,1999980.0,"Dec 9, 2011",Pending (Pending Without Release)MLSListings #ML81148779,,"Nov 29, 2011",Listed (Active)MLSListings #ML81148779,699000.0,https://www.redfin.com/CA/Campbell/229-Hardy-Ave-95008/home/1096853,In Garage,"Hardwood, Tile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,999 S San Tomas Aquino Rd,Campbell,CA,95008,3198000,4.0,3.5,CAMPBELL,2738.0,6252.0,2018.0,23.0,1168.0,,Active,September-30-2023 01:45 PM,September-30-2023 04:00 PM,https://www.redfin.com/CA/Campbell/999-S-San-Tomas-Aquino-Rd-95008/home/167450318,MLSListings,ML81939519,N,Y,37.2725544,-121.9718455,Attached Garage,2.0,Formal Dining Room,"Central Forced Air, Multi-Zone",Central Forced Air (Gas),Public Utilities,2.0,6.0,,8.0,2.5,1168.0,3217320.0,22612.0,58.0,Bikeable,25.0,Car-dependent,28.0,Some transit,Minimal,Minimal,Moderate,Minimal,"Places4 groceries, 24 restaurants, 4 parksTransit26, 27, 37, 56, 57, 60, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 7, 2023",Listed (Active)MLSListings #ML81939519,3198000.0,,,,,,,https://www.redfin.com/CA/Campbell/999-S-San-Tomas-Aquino-Rd-95008/home/167450318,,"Hardwood, Tile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1181 Bracebridge Ct,Campbell,CA,95008,1588000,3.0,2.5,CAMPBELL,1728.0,3843.0,1979.0,29.0,919.0,,Active,,,https://www.redfin.com/CA/Campbell/1181-Bracebridge-Ct-95008/home/1366085,MLSListings,ML81940593,N,Y,37.2646881,-121.9710168,Attached Garage,2.0,"Breakfast Bar, Dining Area, No Informal Dining Room",,Central Forced Air,Public Utilities,2.0,9.0,,8.0,2.5,919.0,1587030.0,11228.0,62.0,Bikeable,29.0,Car-dependent,27.0,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 16 restaurants, 9 parksTransit26, 27, 37, 57, 60, 61, Express 101","Sep 1, 2023",Listed (Active)MLSListings #ML81940593,1588000.0,,,,,,,https://www.redfin.com/CA/Campbell/1181-Bracebridge-Ct-95008/home/1366085,,"Carpet, Hardwood, Tile","Double Sinks, Granite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Condo/Co-op,576 W Parr Ave #21,Los Gatos,CA,95032,648000,2.0,1.0,LOS GATOS,934.0,,1987.0,29.0,694.0,474.0,Active,,,https://www.redfin.com/CA/Los-Gatos/576-W-Parr-Ave-95032/unit-21/home/973353,MLSListings,ML81940581,N,Y,37.2639088,-121.963597,"Assigned Spaces, Common Parking Area, Gate/Door Opener",1.0,Dining Area in Living Room,Central Forced Air,Central Forced Air,Public Utilities,,9.0,,8.0,2.5,694.0,645526.0,5056.0,77.0,Very bikeable,57.0,Somewhat walkable,28.0,Some transit,,,,,"Places2 groceries, 13 restaurants, 7 parksTransit26, 27, 37, 60, 61, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 1, 2023",Listed (Active)MLSListings #ML81940581,648000.0,,,,,,,https://www.redfin.com/CA/Los-Gatos/576-W-Parr-Ave-95032/unit-21/home/973353,"Inside, Washer/Dryer","Carpet, Tile",,"Common Area Electricity, Maintenance (Common Area), Maintenance (Road), Pools, Spa, or Tennis, Recreation Facility, Roof, Sewer",Monthly,Village Capri - Property Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),149 Adler Ave,Campbell,CA,95008,2050000,8.0,5.0,CAMPBELL,3747.0,7803.0,1963.0,33.0,547.0,,Active,,,https://www.redfin.com/CA/Campbell/149-Adler-Ave-95008/home/1312925,MLSListings,ML81940103,N,Y,37.2792177,-121.9525104,"Assigned Spaces, Covered Parking",4.0,,Central Forced Air,"Central Forced Air, Radiant",Public Utilities,2.0,6.0,,8.0,2.25,547.0,1980262.0,14495.0,79.0,Very bikeable,79.0,Very walkable,49.0,Some transit,Minimal,Minimal,Moderate,Minimal,"Places2 groceries, 19 restaurants, 4 parksTransit26, 27, 37, 56, 60, 61, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Sep 22, 2023",Price ChangedMLSListings #ML81940103,2050000.0,"Aug 28, 2023",Listed (Active)MLSListings #ML81940103,2150000.0,"Sep 20, 2011",Pending (Pending (Do Not Show))MLSListings #ML81102098,,https://www.redfin.com/CA/Campbell/149-Adler-Ave-95008/home/1312925,,"Laminate, Tile",,,,,"Jul 17, 2011",Pending (Pending Without Release)MLSListings #ML81102098,,"Jun 7, 2011",Relisted (Active)MLSListings #ML81102098,,"Jun 2, 2011",Pending (Pending (Do Not Show))MLSListings #ML81102098,,"Jan 16, 2011",Listed (Active)MLSListings #ML81102098,775000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Townhouse,436 W Campbell Ave,Campbell,CA,95008,1300000,3.0,2.5,Campbell,2065.0,2222.0,1980.0,33.0,630.0,360.0,Active,,,https://www.redfin.com/CA/Campbell/436-W-Campbell-Ave-95008/home/1442773,MetroList,223081860,N,Y,37.286069,-121.957541,,2.0,,None,Gas,"Cable Available, Internet Available",2.0,6.0,,8.0,,630.0,1289916.0,9552.0,63.0,Bikeable,56.0,Somewhat walkable,45.0,Some transit,Major,Minimal,Moderate,Minimal,"Places2 groceries, 17 restaurants, 4 parksTransit25, 26, 27, 37, 56, 60, 61, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","May 15, 1998",Listing RemovedMLSListings #ML89808446,,"Mar 10, 1998",ListedMLSListings #ML89808446,339900.0,,,,https://www.redfin.com/CA/Campbell/436-W-Campbell-Ave-95008/home/1442773,,"Carpet, Tile, Wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1371 Hoffman Ln,Campbell,CA,95008,1998000,3.0,3.0,CAMPBELL,1750.0,10660.0,1908.0,36.0,1142.0,,Active,September-30-2023 01:00 PM,September-30-2023 04:30 PM,https://www.redfin.com/CA/Campbell/1371-Hoffman-Ln-95008/home/1057671,MLSListings,ML81939791,N,Y,37.2671927,-121.9459219,"Detached, Room for Oversized Vehicle",3.0,Formal Dining Room,Ceiling Fan,Forced Air,Public Utilities,1.0,7.0,7.0,8.0,2.5,1142.0,1967861.0,14127.0,86.0,Very bikeable,56.0,Somewhat walkable,36.0,Some transit,Minimal,Minimal,Moderate,Minimal,"Places3 groceries, 21 restaurants, 2 parksTransit26, 27, 37, 60, 61, Event Green, Express 101, Green (Winc-StJa), Green Line, Green Line Modified, Green Line Special, Green-South Portion, GreenS","Aug 25, 2023",Listed (Active)MLSListings #ML81939791,1998000.0,"Sep 5, 2004",Listing RemovedMLSListings #ML80397527,,"May 14, 2004",ListedMLSListings #ML80397527,585000.0,https://www.redfin.com/CA/Campbell/1371-Hoffman-Ln-95008/home/1057671,"Inside, Washer/Dryer","Carpet, Hardwood","Primary (Stall Shower(s)), Shower Over Tub, Updated Bath(s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
